#x-axis,1,2
+5.99000E-03,-341.70854E-03,+560.30150E-03
+6.00000E-03,-361.80904E-03,+562.81406E-03
+6.01000E-03,-344.22110E-03,+582.91457E-03
+6.02000E-03,-361.80904E-03,+587.93969E-03
+6.03000E-03,-361.80904E-03,+603.01507E-03
+6.04000E-03,-361.80904E-03,+582.91457E-03
+6.05000E-03,-366.83417E-03,+582.91457E-03
+6.06000E-03,-381.90954E-03,+562.81406E-03
+6.07000E-03,-363.06532E-03,+564.07035E-03
+6.08000E-03,-361.80904E-03,+542.71356E-03
+6.09000E-03,-364.32160E-03,+542.71356E-03
+6.10000E-03,-381.90954E-03,+567.83919E-03
+6.11000E-03,-361.80904E-03,+574.12060E-03
+6.12000E-03,-381.90954E-03,+592.96482E-03
+6.13000E-03,-381.90954E-03,+595.47738E-03
+6.14000E-03,-402.01005E-03,+577.88944E-03
+6.15000E-03,-385.67839E-03,+600.50251E-03
+6.16000E-03,-381.90954E-03,+582.91457E-03
+6.17000E-03,-384.42211E-03,+596.73366E-03
+6.18000E-03,-386.93467E-03,+562.81406E-03
+6.19000E-03,-402.01005E-03,+550.25125E-03
+6.20000E-03,-402.01005E-03,+542.71356E-03
+6.21000E-03,-402.01005E-03,+548.99497E-03
+6.22000E-03,-405.77889E-03,+572.86432E-03
+6.23000E-03,-422.11055E-03,+564.07035E-03
+6.24000E-03,-422.11055E-03,+582.91457E-03
+6.25000E-03,-422.11055E-03,+585.42713E-03
+6.26000E-03,-422.11055E-03,+582.91457E-03
+6.27000E-03,-413.31658E-03,+594.22110E-03
+6.28000E-03,-422.11055E-03,+562.81406E-03
+6.29000E-03,-414.57286E-03,+562.81406E-03
+6.30000E-03,-442.21105E-03,+562.81406E-03
+6.31000E-03,-423.36683E-03,+542.71356E-03
+6.32000E-03,-442.21105E-03,+562.81406E-03
+6.33000E-03,-444.72361E-03,+579.14572E-03
+6.34000E-03,-456.03015E-03,+582.91457E-03
+6.35000E-03,-442.21105E-03,+582.91457E-03
+6.36000E-03,-442.21105E-03,+562.81406E-03
+6.37000E-03,-454.77386E-03,+562.81406E-03
+6.38000E-03,-442.21105E-03,+562.81406E-03
+6.39000E-03,-443.46733E-03,+542.71356E-03
+6.40000E-03,-462.31155E-03,+542.71356E-03
+6.41000E-03,-447.23618E-03,+562.81406E-03
+6.42000E-03,-476.13065E-03,+562.81406E-03
+6.43000E-03,-462.31155E-03,+577.88944E-03
+6.44000E-03,-471.10552E-03,+582.91457E-03
+6.45000E-03,-468.59296E-03,+589.19597E-03
+6.46000E-03,-477.38693E-03,+586.68341E-03
+6.47000E-03,-482.41206E-03,+582.91457E-03
+6.48000E-03,-482.41206E-03,+562.81406E-03
+6.49000E-03,-498.74371E-03,+559.04522E-03
+6.50000E-03,-482.41206E-03,+542.71356E-03
+6.51000E-03,-489.94974E-03,+530.15075E-03
+6.52000E-03,-482.41206E-03,+552.76381E-03
+6.53000E-03,-515.07537E-03,+555.27638E-03
+6.54000E-03,-506.28140E-03,+582.91457E-03
+6.55000E-03,-483.66834E-03,+597.98994E-03
+6.56000E-03,-521.35678E-03,+603.01507E-03
+6.57000E-03,-502.51256E-03,+582.91457E-03
+6.58000E-03,-507.53768E-03,+603.01507E-03
+6.59000E-03,-502.51256E-03,+574.12060E-03
+6.60000E-03,-502.51256E-03,+551.50753E-03
+6.61000E-03,-515.07537E-03,+542.71356E-03
+6.62000E-03,-522.61306E-03,+557.78894E-03
+6.63000E-03,-522.61306E-03,+580.40200E-03
+6.64000E-03,-541.45728E-03,+562.81406E-03
+6.65000E-03,-522.61306E-03,+585.42713E-03
+6.66000E-03,-542.71356E-03,+567.83919E-03
+6.67000E-03,-542.71356E-03,+603.01507E-03
+6.68000E-03,-542.71356E-03,+603.01507E-03
+6.69000E-03,-548.99497E-03,+589.19597E-03
+6.70000E-03,-542.71356E-03,+577.88944E-03
+6.71000E-03,-542.71356E-03,+564.07035E-03
+6.72000E-03,-541.45728E-03,+542.71356E-03
+6.73000E-03,-542.71356E-03,+542.71356E-03
+6.74000E-03,-556.53266E-03,+542.71356E-03
+6.75000E-03,-550.25125E-03,+550.25125E-03
+6.76000E-03,-562.81406E-03,+561.55778E-03
+6.77000E-03,-562.81406E-03,+582.91457E-03
+6.78000E-03,-546.48241E-03,+592.96482E-03
+6.79000E-03,-562.81406E-03,+582.91457E-03
+6.80000E-03,-562.81406E-03,+601.75879E-03
+6.81000E-03,-579.14572E-03,+585.42713E-03
+6.82000E-03,-567.83919E-03,+582.91457E-03
+6.83000E-03,-574.12060E-03,+582.91457E-03
+6.84000E-03,-582.91457E-03,+562.81406E-03
+6.85000E-03,-582.91457E-03,+535.17587E-03
+6.86000E-03,-582.91457E-03,+557.78894E-03
+6.87000E-03,-603.01507E-03,+562.81406E-03
+6.88000E-03,-601.75879E-03,+562.81406E-03
+6.89000E-03,-603.01507E-03,+582.91457E-03
+6.90000E-03,-582.91457E-03,+582.91457E-03
+6.91000E-03,-603.01507E-03,+603.01507E-03
+6.92000E-03,-603.01507E-03,+603.01507E-03
+6.93000E-03,-595.47738E-03,+569.09547E-03
+6.94000E-03,-603.01507E-03,+577.88944E-03
+6.95000E-03,-604.27135E-03,+562.81406E-03
+6.96000E-03,-603.01507E-03,+542.71356E-03
+6.97000E-03,-623.11557E-03,+545.22612E-03
+6.98000E-03,-623.11557E-03,+556.53266E-03
+6.99000E-03,-634.42210E-03,+562.81406E-03
+7.00000E-03,-623.11557E-03,+572.86432E-03
+7.01000E-03,-615.57788E-03,+589.19597E-03
+7.02000E-03,-623.11557E-03,+582.91457E-03
+7.03000E-03,-624.37185E-03,+584.17085E-03
+7.04000E-03,-641.95979E-03,+582.91457E-03
+7.05000E-03,-645.72864E-03,+579.14572E-03
+7.06000E-03,-643.21607E-03,+576.63316E-03
+7.07000E-03,-643.21607E-03,+562.81406E-03
+7.08000E-03,-643.21607E-03,+571.60803E-03
+7.09000E-03,-663.31658E-03,+575.37688E-03
+7.10000E-03,-658.29145E-03,+566.58291E-03
+7.11000E-03,-643.21607E-03,+580.40200E-03
+7.12000E-03,-663.31658E-03,+562.81406E-03
+7.13000E-03,-663.31658E-03,+565.32663E-03
+7.14000E-03,-663.31658E-03,+582.91457E-03
+7.15000E-03,-663.31658E-03,+574.12060E-03
+7.16000E-03,-652.01004E-03,+572.86432E-03
+7.17000E-03,-663.31658E-03,+582.91457E-03
+7.18000E-03,-667.08542E-03,+562.81406E-03
+7.19000E-03,-698.49245E-03,+562.81406E-03
+7.20000E-03,-663.31658E-03,+518.84422E-03
+7.21000E-03,-679.64823E-03,+202.26130E-03
+7.22000E-03,-663.31658E-03,-373.11557E-03
+7.23000E-03,-670.85426E-03,-1.00376883E+00
+7.24000E-03,-663.31658E-03,-1.44849245E+00
+7.25000E-03,-663.31658E-03,-1.62060300E+00
+7.26000E-03,-658.29145E-03,-1.49497486E+00
+7.27000E-03,-660.80401E-03,-1.05025125E+00
+7.28000E-03,-663.31658E-03,-577.88944E-03
+7.29000E-03,-659.54773E-03,-116.83417E-03
+7.30000E-03,-643.21607E-03,+262.56281E-03
+7.31000E-03,-643.21607E-03,+305.27638E-03
+7.32000E-03,-643.21607E-03,+77.88945E-03
+7.33000E-03,-629.39698E-03,-324.12060E-03
+7.34000E-03,-626.88442E-03,-741.20602E-03
+7.35000E-03,-624.37185E-03,-1.23241205E+00
+7.36000E-03,-643.21607E-03,-1.38693466E+00
+7.37000E-03,-643.21607E-03,-1.34296481E+00
+7.38000E-03,-631.90954E-03,-1.05778893E+00
+7.39000E-03,-623.11557E-03,-675.87939E-03
+7.40000E-03,-623.11557E-03,-309.04522E-03
+7.41000E-03,-623.11557E-03,-7.53769E-03
+7.42000E-03,-623.11557E-03,+160.80402E-03
+7.43000E-03,-604.27135E-03,+47.73869E-03
+7.44000E-03,-621.85929E-03,-322.86432E-03
+7.45000E-03,-619.34673E-03,-619.34673E-03
+7.46000E-03,-608.04019E-03,-1.03140702E+00
+7.47000E-03,-610.55276E-03,-1.18844220E+00
+7.48000E-03,-611.80904E-03,-1.24623114E+00
+7.49000E-03,-595.47738E-03,-1.02763818E+00
+7.50000E-03,-582.91457E-03,-734.92462E-03
+7.51000E-03,-580.40200E-03,-380.65326E-03
+7.52000E-03,-601.75879E-03,-158.29146E-03
+7.53000E-03,-565.32663E-03,-16.33166E-03
+7.54000E-03,-567.83919E-03,-55.27638E-03
+7.55000E-03,-574.12060E-03,-283.91959E-03
+7.56000E-03,-571.60803E-03,-564.07035E-03
+7.57000E-03,-562.81406E-03,-854.27135E-03
+7.58000E-03,-562.81406E-03,-1.05527637E+00
+7.59000E-03,-562.81406E-03,-1.10678391E+00
+7.60000E-03,-561.55778E-03,-1.04271356E+00
+7.61000E-03,-559.04522E-03,-777.63818E-03
+7.62000E-03,-571.60803E-03,-515.07537E-03
+7.63000E-03,-554.02009E-03,-305.27638E-03
+7.64000E-03,-562.81406E-03,-139.44723E-03
+7.65000E-03,-542.71356E-03,-153.26633E-03
+7.66000E-03,-562.81406E-03,-292.71356E-03
+7.67000E-03,-542.71356E-03,-508.79396E-03
+7.68000E-03,-561.55778E-03,-763.81909E-03
+7.69000E-03,-542.71356E-03,-949.74873E-03
+7.70000E-03,-527.63819E-03,-1.01005024E+00
+7.71000E-03,-522.61306E-03,-981.15577E-03
+7.72000E-03,-531.40703E-03,-832.91456E-03
+7.73000E-03,-528.89447E-03,-609.29648E-03
+7.74000E-03,-522.61306E-03,-410.80402E-03
+7.75000E-03,-522.61306E-03,-244.97487E-03
+7.76000E-03,-541.45728E-03,-221.10553E-03
+7.77000E-03,-522.61306E-03,-326.63316E-03
+7.78000E-03,-516.33165E-03,-477.38693E-03
+7.79000E-03,-513.81909E-03,-654.52261E-03
+7.80000E-03,-512.56281E-03,-844.22110E-03
+7.81000E-03,-502.51256E-03,-937.18592E-03
+7.82000E-03,-502.51256E-03,-908.29145E-03
+7.83000E-03,-502.51256E-03,-830.40200E-03
+7.84000E-03,-482.41206E-03,-680.90452E-03
+7.85000E-03,-498.74371E-03,-478.64321E-03
+7.86000E-03,-496.23115E-03,-365.57789E-03
+7.87000E-03,-489.94974E-03,-301.50753E-03
+7.88000E-03,-491.20602E-03,-321.60804E-03
+7.89000E-03,-482.41206E-03,-439.69849E-03
+7.90000E-03,-482.41206E-03,-587.93969E-03
+7.91000E-03,-479.89949E-03,-756.28140E-03
+7.92000E-03,-482.41206E-03,-844.22110E-03
+7.93000E-03,-478.64321E-03,-840.45225E-03
+7.94000E-03,-467.33668E-03,-787.68843E-03
+7.95000E-03,-462.31155E-03,-659.54773E-03
+7.96000E-03,-472.36180E-03,-531.40703E-03
+7.97000E-03,-462.31155E-03,-415.82914E-03
+7.98000E-03,-462.31155E-03,-361.80904E-03
+7.99000E-03,-459.79899E-03,-381.90954E-03
+8.00000E-03,-461.05527E-03,-482.41206E-03
+8.01000E-03,-458.54271E-03,-574.12060E-03
+8.02000E-03,-442.21105E-03,-688.44220E-03
+8.03000E-03,-442.21105E-03,-751.25627E-03
+8.04000E-03,-442.21105E-03,-804.02009E-03
+8.05000E-03,-442.21105E-03,-757.53768E-03
+8.06000E-03,-442.21105E-03,-672.11055E-03
+8.07000E-03,-439.69849E-03,-566.58291E-03
+8.08000E-03,-422.11055E-03,-481.15577E-03
+8.09000E-03,-438.44221E-03,-418.34170E-03
+8.10000E-03,-435.92964E-03,-407.03517E-03
+8.11000E-03,-413.31658E-03,-482.41206E-03
+8.12000E-03,-432.16080E-03,-562.81406E-03
+8.13000E-03,-434.67336E-03,-655.77889E-03
+8.14000E-03,-405.77889E-03,-738.69346E-03
+8.15000E-03,-422.11055E-03,-758.79396E-03
+8.16000E-03,-402.01005E-03,-742.46230E-03
+8.17000E-03,-418.34170E-03,-677.13567E-03
+8.18000E-03,-402.01005E-03,-591.70854E-03
+8.19000E-03,-402.01005E-03,-513.81909E-03
+8.20000E-03,-390.70351E-03,-451.00502E-03
+8.21000E-03,-388.19095E-03,-442.21105E-03
+8.22000E-03,-396.98492E-03,-477.38693E-03
+8.23000E-03,-399.49748E-03,-540.20100E-03
+8.24000E-03,-381.90954E-03,-623.11557E-03
+8.25000E-03,-381.90954E-03,-703.51758E-03
+8.26000E-03,-366.83417E-03,-737.43718E-03
+8.27000E-03,-381.90954E-03,-727.38693E-03
+8.28000E-03,-381.90954E-03,-692.21105E-03
+8.29000E-03,-368.09045E-03,-623.11557E-03
+8.30000E-03,-361.80904E-03,-531.40703E-03
+8.31000E-03,-379.39698E-03,-483.66834E-03
+8.32000E-03,-381.90954E-03,-462.31155E-03
+8.33000E-03,-361.80904E-03,-482.41206E-03
+8.34000E-03,-361.80904E-03,-547.73869E-03
+8.35000E-03,-349.24623E-03,-623.11557E-03
+8.36000E-03,-361.80904E-03,-653.26632E-03
+8.37000E-03,-354.27135E-03,-703.51758E-03
+8.38000E-03,-345.47738E-03,-723.61808E-03
+8.39000E-03,-341.70854E-03,-684.67336E-03
+8.40000E-03,-341.70854E-03,-641.95979E-03
+8.41000E-03,-341.70854E-03,-599.24622E-03
+8.42000E-03,-341.70854E-03,-527.63819E-03
+8.43000E-03,-341.70854E-03,-482.41206E-03
+8.44000E-03,-331.65829E-03,-502.51256E-03
+8.45000E-03,-314.07035E-03,-542.71356E-03
+8.46000E-03,-321.60804E-03,-582.91457E-03
+8.47000E-03,-321.60804E-03,-658.29145E-03
+8.48000E-03,-321.60804E-03,-683.41708E-03
+8.49000E-03,-321.60804E-03,-683.41708E-03
+8.50000E-03,-315.32663E-03,-663.31658E-03
+8.51000E-03,-312.81407E-03,-634.42210E-03
+8.52000E-03,-310.30150E-03,-591.70854E-03
+8.53000E-03,-301.50753E-03,-548.99497E-03
+8.54000E-03,-321.60804E-03,-522.61306E-03
+8.55000E-03,-301.50753E-03,-522.61306E-03
+8.56000E-03,-301.50753E-03,-522.61306E-03
+8.57000E-03,-301.50753E-03,-582.91457E-03
+8.58000E-03,-295.22613E-03,-616.83416E-03
+8.59000E-03,-292.71356E-03,-663.31658E-03
+8.60000E-03,-290.20100E-03,-663.31658E-03
+8.61000E-03,-267.58794E-03,-663.31658E-03
+8.62000E-03,-291.45728E-03,-658.29145E-03
+8.63000E-03,-281.40703E-03,-603.01507E-03
+8.64000E-03,-281.40703E-03,-582.91457E-03
+8.65000E-03,-281.40703E-03,-542.71356E-03
+8.66000E-03,-271.35678E-03,-536.43216E-03
+8.67000E-03,-281.40703E-03,-562.81406E-03
+8.68000E-03,-281.40703E-03,-552.76381E-03
+8.69000E-03,-261.30653E-03,-603.01507E-03
+8.70000E-03,-261.30653E-03,-623.11557E-03
+8.71000E-03,-242.46231E-03,-658.29145E-03
+8.72000E-03,-241.20603E-03,-643.21607E-03
+8.73000E-03,-257.53769E-03,-643.21607E-03
+8.74000E-03,-241.20603E-03,-603.01507E-03
+8.75000E-03,-252.51256E-03,-582.91457E-03
+8.76000E-03,-241.20603E-03,-542.71356E-03
+8.77000E-03,-247.48743E-03,-542.71356E-03
+8.78000E-03,-244.97487E-03,-562.81406E-03
+8.79000E-03,-241.20603E-03,-562.81406E-03
+8.80000E-03,-239.94975E-03,-562.81406E-03
+8.81000E-03,-257.53769E-03,-625.62813E-03
+8.82000E-03,-226.13065E-03,-648.24120E-03
+8.83000E-03,-232.41206E-03,-643.21607E-03
+8.84000E-03,-221.10553E-03,-623.11557E-03
+8.85000E-03,-221.10553E-03,-609.29648E-03
+8.86000E-03,-221.10553E-03,-582.91457E-03
+8.87000E-03,-218.59296E-03,-577.88944E-03
+8.88000E-03,-221.10553E-03,-562.81406E-03
+8.89000E-03,-217.33668E-03,-545.22612E-03
+8.90000E-03,-201.00502E-03,-567.83919E-03
+8.91000E-03,-192.21105E-03,-590.45225E-03
+8.92000E-03,-209.79899E-03,-611.80904E-03
+8.93000E-03,-201.00502E-03,-623.11557E-03
+8.94000E-03,-221.10553E-03,-638.19095E-03
+8.95000E-03,-201.00502E-03,-624.37185E-03
+8.96000E-03,-201.00502E-03,-603.01507E-03
+8.97000E-03,-183.41708E-03,-585.42713E-03
+8.98000E-03,-174.62311E-03,-576.63316E-03
+8.99000E-03,-180.90452E-03,-582.91457E-03
+9.00000E-03,-180.90452E-03,-571.60803E-03
+9.01000E-03,-180.90452E-03,-582.91457E-03
+9.02000E-03,-180.90452E-03,-597.98994E-03
+9.03000E-03,-162.06030E-03,-603.01507E-03
+9.04000E-03,-160.80402E-03,-603.01507E-03
+9.05000E-03,-160.80402E-03,-603.01507E-03
+9.06000E-03,-154.52261E-03,-608.04019E-03
+9.07000E-03,-164.57286E-03,-614.32160E-03
+9.08000E-03,-149.49749E-03,-623.11557E-03
+9.09000E-03,-154.52261E-03,-603.01507E-03
+9.10000E-03,-140.70352E-03,-597.98994E-03
+9.11000E-03,-160.80402E-03,-600.50251E-03
+9.12000E-03,-140.70352E-03,-582.91457E-03
+9.13000E-03,-140.70352E-03,-582.91457E-03
+9.14000E-03,-140.70352E-03,-596.73366E-03
+9.15000E-03,-128.14070E-03,-590.45225E-03
+9.16000E-03,-130.65326E-03,-603.01507E-03
+9.17000E-03,-140.70352E-03,-603.01507E-03
+9.18000E-03,-120.60301E-03,-618.09045E-03
+9.19000E-03,-140.70352E-03,-604.27135E-03
+9.20000E-03,-100.50251E-03,-603.01507E-03
+9.21000E-03,-120.60301E-03,-603.01507E-03
+9.22000E-03,-120.60301E-03,-587.93969E-03
+9.23000E-03,-111.80904E-03,-603.01507E-03
+9.24000E-03,-109.29648E-03,-582.91457E-03
+9.25000E-03,-120.60301E-03,-589.19597E-03
+9.26000E-03,-120.60301E-03,-582.91457E-03
+9.27000E-03,-100.50251E-03,-603.01507E-03
+9.28000E-03,-80.40201E-03,-603.01507E-03
+9.29000E-03,-82.91457E-03,-616.83416E-03
+9.30000E-03,-100.50251E-03,-608.04019E-03
+9.31000E-03,-100.50251E-03,-614.32160E-03
+9.32000E-03,-100.50251E-03,-603.01507E-03
+9.33000E-03,-100.50251E-03,-595.47738E-03
+9.34000E-03,-84.17085E-03,-603.01507E-03
+9.35000E-03,-80.40201E-03,-600.50251E-03
+9.36000E-03,-99.24623E-03,-582.91457E-03
+9.37000E-03,-96.73367E-03,-582.91457E-03
+9.38000E-03,-65.32663E-03,-596.73366E-03
+9.39000E-03,-91.70854E-03,-603.01507E-03
+9.40000E-03,-80.40201E-03,-611.80904E-03
+9.41000E-03,-80.40201E-03,-615.57788E-03
+9.42000E-03,-48.99497E-03,-623.11557E-03
+9.43000E-03,-77.88945E-03,-620.60301E-03
+9.44000E-03,-79.14573E-03,-603.01507E-03
+9.45000E-03,-62.81407E-03,-599.24622E-03
+9.46000E-03,-40.20100E-03,-587.93969E-03
+9.47000E-03,-60.30151E-03,-603.01507E-03
+9.48000E-03,-60.30151E-03,-603.01507E-03
+9.49000E-03,-60.30151E-03,-609.29648E-03
+9.50000E-03,-43.96985E-03,-603.01507E-03
+9.51000E-03,-40.20100E-03,-603.01507E-03
+9.52000E-03,-60.30151E-03,-621.85929E-03
+9.53000E-03,-36.43216E-03,-603.01507E-03
+9.54000E-03,-33.91960E-03,-603.01507E-03
+9.55000E-03,-40.20100E-03,-594.22110E-03
+9.56000E-03,-40.20100E-03,-603.01507E-03
+9.57000E-03,-6.28141E-03,-603.01507E-03
+9.58000E-03,-20.10050E-03,-582.91457E-03
+9.59000E-03,-37.68844E-03,-600.50251E-03
+9.60000E-03,-20.10050E-03,-582.91457E-03
+9.61000E-03,+0.0E+00,-605.52763E-03
+9.62000E-03,-5.02513E-03,-616.83416E-03
+9.63000E-03,-23.86935E-03,-603.01507E-03
+9.64000E-03,+0.0E+00,-603.01507E-03
+9.65000E-03,-12.56281E-03,-595.47738E-03
+9.66000E-03,-35.17588E-03,-597.98994E-03
+9.67000E-03,+0.0E+00,-603.01507E-03
+9.68000E-03,+0.0E+00,-603.01507E-03
+9.69000E-03,+0.0E+00,-585.42713E-03
+9.70000E-03,+20.10050E-03,-616.83416E-03
+9.71000E-03,+7.53769E-03,-614.32160E-03
+9.72000E-03,+20.10050E-03,-623.11557E-03
+9.73000E-03,+6.28141E-03,-603.01507E-03
+9.74000E-03,+20.10050E-03,-603.01507E-03
+9.75000E-03,+35.17588E-03,-603.01507E-03
+9.76000E-03,+20.10050E-03,-582.91457E-03
+9.77000E-03,+22.61307E-03,-599.24622E-03
+9.78000E-03,+40.20100E-03,-603.01507E-03
+9.79000E-03,+40.20100E-03,-603.01507E-03
+9.80000E-03,+40.20100E-03,-582.91457E-03
+9.81000E-03,+40.20100E-03,-603.01507E-03
+9.82000E-03,+55.27638E-03,-603.01507E-03
+9.83000E-03,+21.35678E-03,-620.60301E-03
+9.84000E-03,+60.30151E-03,-603.01507E-03
+9.85000E-03,+40.20100E-03,-605.52763E-03
+9.86000E-03,+40.20100E-03,-603.01507E-03
+9.87000E-03,+60.30151E-03,-582.91457E-03
+9.88000E-03,+60.30151E-03,-571.60803E-03
+9.89000E-03,+52.76382E-03,-589.19597E-03
+9.90000E-03,+64.07035E-03,-586.68341E-03
+9.91000E-03,+61.55779E-03,-584.17085E-03
+9.92000E-03,+60.30151E-03,-603.01507E-03
+9.93000E-03,+80.40201E-03,-619.34673E-03
+9.94000E-03,+80.40201E-03,-608.04019E-03
+9.95000E-03,+80.40201E-03,-614.32160E-03
+9.96000E-03,+60.30151E-03,-613.06532E-03
+9.97000E-03,+72.86432E-03,-603.01507E-03
+9.98000E-03,+80.40201E-03,-606.78391E-03
+9.99000E-03,+80.40201E-03,-603.01507E-03
